pwsid,wsname,yr,mo,population,urb_2013,urb_gpcd,res_2013,res_gpcd,hyd_reg
3010018,"La Habra, City of Public Works",2014,9,"63,118",178,182,164,167,4
3010018,"La Habra, City of Public Works",2014,8,"63,118",162,167,113,117,4
3010018,"La Habra, City of Public Works",2014,7,"63,118",167,184,117,129,4
3010018,"La Habra, City of Public Works",2014,6,"63,118",165,189,116,132,4
3610005,Lake Arrowhead Community Services District,2014,9,"21,647",107,85,161,72,9
3610005,Lake Arrowhead Community Services District,2014,8,"20,742",120,92,179,78,9
3610005,Lake Arrowhead Community Services District,2014,7,"19,724",132,110,189,95,9
3610005,Lake Arrowhead Community Services District,2014,6,"23,259",99,85,177,72,9
3610044,"City of Big Bear Lake, Dept of Water & Power",2014,9,"25,745",98,98,71,71,4
3610044,"City of Big Bear Lake, Dept of Water & Power",2014,8,"25,755",111,103,79,73,4
3610044,"City of Big Bear Lake, Dept of Water & Power",2014,7,"25,755",120,118,85,84,4
3610044,"City of Big Bear Lake, Dept of Water & Power",2014,6,"25,755",116,110,83,78,4
1910019,"Cerritos, City of",2014,9,"49,041",182,165,158,144,4
1910019,"Cerritos, City of",2014,8,"49,041",185,171,161,149,4
1910019,"Cerritos, City of",2014,7,"49,041",223,193,194,168,4
1910019,"Cerritos, City of",2014,6,"49,041",186,183,161,159,4
1010007,"Fresno, City of",2014,9,"515,609",307,265,156,132,7
1010007,"Fresno, City of",2014,8,"515,609",345,289,175,143,7
1010007,"Fresno, City of",2014,7,"515,609",355,329,215,187,7
1010007,"Fresno, City of",2014,6,"515,609",344,319,196,166,7
3510001,"Hollister, City of",2014,9,"23,021",161,145,103,93,3
3510001,"Hollister, City of",2014,8,"23,021",173,161,108,100,3
3510001,"Hollister, City of",2014,7,"23,021",180,168,128,119,3
3510001,"Hollister, City of",2014,6,"23,021",170,162,121,116,3
3510003,Sunnyslope County Water District,2014,9,"19,005",163,158,146,142,3
3510003,Sunnyslope County Water District,2014,8,"19,005",168,140,165,137,3
3510003,Sunnyslope County Water District,2014,7,"19,005",194,159,190,155,3
3510003,Sunnyslope County Water District,2014,6,"19,005",171,156,168,153,3
3010017,Laguna Beach County Water District,2014,9,"19,120",184,190,128,132,4
3010017,Laguna Beach County Water District,2014,8,"20,850",195,196,115,116,4
3010017,Laguna Beach County Water District,2014,7,"19,121",190,198,111,116,4
3010017,Laguna Beach County Water District,2014,6,"19,121",182,194,114,121,4
1910186,California-American Water Company Los Angeles District,2014,9,"102,889",241,219,166,151,4
1910186,California-American Water Company Los Angeles District,2014,8,"102,889",241,223,169,156,4
1910186,California-American Water Company Los Angeles District,2014,7,"102,889",241,232,169,162,4
1910186,California-American Water Company Los Angeles District,2014,6,"102,889",236,229,147,142,4
3710001,California-American Water Company San Diego District,2014,9,"95,359",121,110,54,49,4
3710001,California-American Water Company San Diego District,2014,8,"95,358",129,117,58,52,4
3710001,California-American Water Company San Diego District,2014,7,"95,358",129,120,58,54,4
3710001,California-American Water Company San Diego District,2014,6,"95,358",131,125,60,57,4
5610040,California-American Water Ventura District,2014,9,"62,144",313,287,179,164,4
5610040,California-American Water Ventura District,2014,8,"62,144",309,289,213,200,4
5610040,California-American Water Ventura District,2014,7,"62,144",314,301,198,190,4
5610040,California-American Water Ventura District,2014,6,"62,144",310,298,195,188,4
3910012,"Stockton, City of",2014,9,"169,963",225,206,159,146,6
3910012,"Stockton, City of",2014,8,"169,963",234,216,166,153,6
3910012,"Stockton, City of",2014,7,"169,963",271,232,192,165,6
3910012,"Stockton, City of",2014,6,"169,963",254,216,180,153,6
1910063,Lincoln Avenue Water Company,2014,9,"16,126",176,154,153,134,4
1910063,Lincoln Avenue Water Company,2014,8,"16,126",194,153,169,133,4
1910063,Lincoln Avenue Water Company,2014,7,"16,126",173,166,150,145,4
1910063,Lincoln Avenue Water Company,2014,6,"16,126",158,168,137,146,4
1910173,"Whittier, City of",2014,9,"65,000",133,133,102,102,4
1910173,"Whittier, City of",2014,8,"48,200",193,171,103,91,4
1910173,"Whittier, City of",2014,7,"48,200",190,228,101,121,4
1910173,"Whittier, City of",2014,6,"48,200",155,213,82,113,4
4010009,"San Luis Obispo, City of",2014,9,"45,473",125,115,125,69,3
4010009,"San Luis Obispo, City of",2014,8,"45,119",127,116,76,70,3
4010009,"San Luis Obispo, City of",2014,7,"45,119",130,119,78,71,3
4010009,"San Luis Obispo, City of",2014,6,"45,473",127,124,76,74,3
1010018,"Kerman, City of",2014,9,"13,551",299,260,224,195,7
1010018,"Kerman, City of",2014,8,"13,551",326,285,245,213,7
1010018,"Kerman, City of",2014,7,"13,551",357,326,267,245,7
1010018,"Kerman, City of",2014,6,"13,551",351,333,264,250,7
3010100,"La Palma, City of",2014,9,"15,544",151,127,151,71,4
3010100,"La Palma, City of",2014,8,"15,544",151,137,152,76,4
3010100,"La Palma, City of",2014,7,"15,544",147,145,146,81,4
3010100,"La Palma, City of",2014,6,"15,544",143,144,143,80,4
3010101,Santa Margarita Water District,2014,9,"155,798",222,209,141,132,4
3010101,Santa Margarita Water District,2014,8,"155,576",202,195,125,121,4
3010101,Santa Margarita Water District,2014,7,"155,482",208,202,132,127,4
3010101,Santa Margarita Water District,2014,6,"155,302",175,216,111,136,4
3010004,Mesa Water District,2014,9,"108,000",158,159,92,93,4
3010004,Mesa Water District,2014,8,"108,000",180,168,162,98,4
3010004,Mesa Water District,2014,7,"108,000",175,179,103,105,4
3010004,Mesa Water District,2014,6,"108,000",175,176,103,103,4
2710004,California-American Water Company Monterey District,2014,9,"109,817",108,95,56,49,3
2710004,California-American Water Company Monterey District,2014,8,"109,817",114,104,58,53,3
2710004,California-American Water Company Monterey District,2014,7,"109,817",115,103,57,52,3
2710004,California-American Water Company Monterey District,2014,6,"109,817",111,102,59,54,3
4010001,"Arroyo Grande, City of",2014,9,"16,901",186,157,149,126,3
4010001,"Arroyo Grande, City of",2014,8,"16,901",192,166,154,133,3
4010001,"Arroyo Grande, City of",2014,7,"16,901",198,173,159,138,3
4010001,"Arroyo Grande, City of",2014,6,"16,901",196,174,157,139,3
4810005,Suisun-Solano Water Authority,2014,9,"28,549",165,137,165,137,2
4810005,Suisun-Solano Water Authority,2014,8,"28,549",174,149,167,149,2
4810005,Suisun-Solano Water Authority,2014,7,"28,549",177,164,166,164,2
4810005,Suisun-Solano Water Authority,2014,6,"28,549",163,165,154,165,2
5710001,"Davis, City of",2014,9,"65,783",203,174,151,129,5
5710001,"Davis, City of",2014,8,"65,783",234,195,174,145,5
5710001,"Davis, City of",2014,7,"65,783",246,211,183,157,5
5710001,"Davis, City of",2014,6,"65,783",236,211,175,157,5
5810002,Linda County Water District,2014,9,"18,808",220,210,327,189,5
5810002,Linda County Water District,2014,8,"18,808",263,232,392,209,5
5810002,Linda County Water District,2014,7,"18,808",288,260,429,234,5
5810002,Linda County Water District,2014,6,"18,808",263,257,391,232,5
5010028,"Ceres, City of",2014,9,"45,719",184,177,153,147,6
5010028,"Ceres, City of",2014,8,"45,719",233,200,195,168,6
5010028,"Ceres, City of",2014,7,"45,719",222,210,193,182,6
5010028,"Ceres, City of",2014,6,"45,719",204,223,182,199,6
3010023,"Newport Beach, City of",2014,9,"65,551",258,246,195,133,4
3010023,"Newport Beach, City of",2014,8,"65,551",273,268,149,139,4
3010023,"Newport Beach, City of",2014,7,"65,551",278,276,153,141,4
3010023,"Newport Beach, City of",2014,6,"65,551",265,281,144,146,4
5610023,Ventura County Waterworks District No. 8,2014,9,"90,687",263,241,142,130,4
5610023,Ventura County Waterworks District No. 8,2014,8,"90,086",269,249,178,164,4
5610023,Ventura County Waterworks District No. 8,2014,7,"90,086",275,262,182,173,4
5610023,Ventura County Waterworks District No. 8,2014,6,"90,086",267,260,177,172,4
1210001,"Arcata, City of",2014,9,"18,155",118,123,48,50,1
1210001,"Arcata, City of",2014,8,"17,712",115,113,47,46,1
1210001,"Arcata, City of",2014,7,"17,712",117,117,34,34,1
1210001,"Arcata, City of",2014,6,"17,712",98,119,26,32,1
0810001,"Crescent City, City of",2014,9,"18,199",121,148,75,93,1
0810001,"Crescent City, City of",2014,8,"18,199",131,151,83,95,1
0810001,"Crescent City, City of",2014,7,"18,199",133,152,83,96,1
0810001,"Crescent City, City of",2014,6,"18,199",121,159,76,100,1
3610015,Crestline Village Water District,2014,9,"7,389",112,94,96,80,9
3610015,Crestline Village Water District,2014,8,"7,358",106,88,86,72,9
3610015,Crestline Village Water District,2014,7,"7,321",114,108,94,89,9
3610015,Crestline Village Water District,2014,6,"7,338",107,104,87,84,9
3010042,South Coast Water District,2014,9,"34,816",200,190,132,126,4
3010042,South Coast Water District,2014,8,"34,861",204,194,123,117,4
3010042,South Coast Water District,2014,7,"34,816",205,203,123,122,4
3010042,South Coast Water District,2014,6,"34,816",198,203,124,128,4
1010001,Bakman Water Company,2014,9,"13,960",344,295,323,277,7
1010001,Bakman Water Company,2014,8,"13,960",410,334,385,314,7
1010001,Bakman Water Company,2014,7,"13,960",424,335,399,315,7
1010001,Bakman Water Company,2014,6,"13,960",375,377,353,354,7
3010027,"Orange, City of",2014,9,"138,640",239,225,155,146,4
3010027,"Orange, City of",2014,8,"138,640",243,221,158,144,4
3010027,"Orange, City of",2014,7,"138,792",229,240,149,156,4
3010027,"Orange, City of",2014,6,"138,792",233,235,152,153,4
3410009,Fair Oaks Water District,2014,9,"36,226",381,324,286,243,5
3410009,Fair Oaks Water District,2014,8,"36,226",474,364,355,273,5
3410009,Fair Oaks Water District,2014,7,"36,226",505,407,379,305,5
3410009,Fair Oaks Water District,2014,6,"36,226",448,385,336,289,5
3010046,"Tustin, City of",2014,9,"67,700",192,182,171,162,4
3010046,"Tustin, City of",2014,8,"67,700",196,186,176,168,4
3010046,"Tustin, City of",2014,7,"67,700",194,200,136,140,4
3010046,"Tustin, City of",2014,6,"67,000",196,195,137,137,4
4210004,Goleta Water District,2014,9,"86,946",188,171,77,70,3
4210004,Goleta Water District,2014,8,"86,946",175,156,68,61,3
4210004,Goleta Water District,2014,7,"86,946",192,164,77,65,3
4210004,Goleta Water District,2014,6,"86,946",167,159,67,64,3
3610001,"Adelanto, City of",2014,9,"31,765",143,130,102,92,9
3610001,"Adelanto, City of",2014,8,"31,765",154,132,111,95,9
3610001,"Adelanto, City of",2014,7,"31,765",157,164,132,138,9
3610001,"Adelanto, City of",2014,6,"31,765",150,147,96,94,9
3010041,"Seal Beach, City of",2014,9,"24,168",124,103,54,45,4
3010041,"Seal Beach, City of",2014,8,"24,168",173,164,76,72,4
3010041,"Seal Beach, City of",2014,7,"24,168",173,173,76,76,4
3010041,"Seal Beach, City of",2014,6,"24,168",170,176,75,78,4
3010036,"San Clemente, City of",2014,9,"50,960",199,208,112,117,4
3010036,"San Clemente, City of",2014,8,"50,960",206,215,175,183,4
3010036,"San Clemente, City of",2014,7,"50,960",200,224,154,172,4
3010036,"San Clemente, City of",2014,6,"55,398",183,199,143,156,4
1910007,"Azusa, City of",2014,9,"110,000",200,176,108,95,4
1910007,"Azusa, City of",2014,8,"110,000",205,179,111,97,4
1910007,"Azusa, City of",2014,7,"110,000",202,185,109,100,4
1910007,"Azusa, City of",2014,6,"110,000",195,185,105,100,4
1910001,"Alhambra, City of",2014,9,"85,068",135,119,117,103,4
1910001,"Alhambra, City of",2014,8,"85,068",138,127,138,127,4
1910001,"Alhambra, City of",2014,7,"85,068",137,124,137,124,4
1910001,"Alhambra, City of",2014,6,"85,068",132,131,132,131,4
3610003,Apple Valley Ranchos Water Company,2014,9,"62,602",222,226,146,151,9
3610003,Apple Valley Ranchos Water Company,2014,8,"62,602",248,236,203,152,9
3610003,Apple Valley Ranchos Water Company,2014,7,"62,602",260,249,326,175,9
3610003,Apple Valley Ranchos Water Company,2014,6,"62,602",248,235,318,147,9
5610020,"Thousand Oaks, City of",2014,9,"51,609",263,238,176,159,4
5610020,"Thousand Oaks, City of",2014,8,"51,609",271,244,201,181,4
5610020,"Thousand Oaks, City of",2014,7,"51,609",265,252,159,151,4
5610020,"Thousand Oaks, City of",2014,6,"51,609",263,252,158,151,4
1910156,"Beverly Hills, City of",2014,9,"42,157",298,289,223,217,4
1910156,"Beverly Hills, City of",2014,8,"42,157",295,292,221,219,4
1910156,"Beverly Hills, City of",2014,7,"34,000",367,374,275,281,4
1910156,"Beverly Hills, City of",2014,6,"42,157",277,287,208,215,4
3010047,Golden State Water Company Cowan Heights,2014,9,"7,254",448,440,565,379,4
3010047,Golden State Water Company Cowan Heights,2014,8,"7,254",458,448,591,437,4
3010047,Golden State Water Company Cowan Heights,2014,7,"7,254",451,451,582,389,4
3010047,Golden State Water Company Cowan Heights,2014,6,"7,254",440,455,569,445,4
3610052,Victorville Water District,2014,9,"116,275",215,204,157,149,9
3610052,Victorville Water District,2014,7,"116,642",254,245,185,179,9
3610052,Victorville Water District,2014,6,"116,497",244,235,183,176,9
1910126,"Pomona, City of",2014,9,"151,713",173,157,92,83,4
1910126,"Pomona, City of",2014,8,"150,942",175,157,120,109,4
1910126,"Pomona, City of",2014,7,"150,942",173,165,101,96,4
1910126,"Pomona, City of",2014,6,"150,942",159,162,106,109,4
1910234,Walnut Valley Water District,2014,9,"113,236",198,186,168,158,4
1910234,Walnut Valley Water District,2014,8,"113,236",214,188,154,135,4
1910234,Walnut Valley Water District,2014,7,"113,236",199,203,144,146,4
1910234,Walnut Valley Water District,2014,6,"113,236",200,193,144,139,4
3410013,California-American Water Company Sacramento District,2014,9,"201,418",192,166,117,101,5
3410013,California-American Water Company Sacramento District,2014,8,"201,418",227,170,136,102,5
3410013,California-American Water Company Sacramento District,2014,7,"201,418",245,197,149,120,5
3410013,California-American Water Company Sacramento District,2014,6,"201,418",196,187,122,116,5
5610018,Ventura County Waterworks District No 1,2014,9,"38,703",319,314,213,210,4
5610018,Ventura County Waterworks District No 1,2014,8,"38,703",348,322,163,151,4
5610018,Ventura County Waterworks District No 1,2014,7,"38,703",362,332,170,156,4
4310022,Great Oaks Water Company Incorporated,2014,9,"97,958",139,113,108,88,2
4310022,Great Oaks Water Company Incorporated,2014,8,"92,995",156,130,133,111,2
4310022,Great Oaks Water Company Incorporated,2014,7,"92,995",161,135,137,114,2
3710005,Carlsbad Municipal Water District,2014,9,"84,838",221,220,190,136,4
3710005,Carlsbad Municipal Water District,2014,8,"84,838",224,215,192,133,4
3710005,Carlsbad Municipal Water District,2014,7,"84,838",225,232,183,146,4
3710005,Carlsbad Municipal Water District,2014,6,"84,838",221,224,203,143,4
3010035,Golden State Water Company Placentia,2014,9,"46,543",173,168,116,114,4
3010035,Golden State Water Company Placentia,2014,8,"46,543",176,169,152,114,4
3010035,Golden State Water Company Placentia,2014,7,"46,543",178,179,154,128,4
3010035,Golden State Water Company Placentia,2014,6,"46,543",171,176,147,127,4
1910049,"Huntington Park, City of",2014,9,"64,219",73,68,73,68,4
1910049,"Huntington Park, City of",2014,8,"64,219",73,73,73,73,4
1910049,"Huntington Park, City of",2014,7,"64,219",71,73,71,73,4
1910049,"Huntington Park, City of",2014,6,"64,219",72,71,72,71,4
3710010,Helix Water District,2014,9,"268,802",137,126,110,101,4
3710010,Helix Water District,2014,8,"268,802",140,128,112,102,4
3710010,Helix Water District,2014,7,"268,802",137,134,110,107,4
3710010,Helix Water District,2014,6,"268,802",134,133,107,106,4
1910083,"Manhattan Beach, City of",2014,9,"35,135",155,147,120,113,4
1910083,"Manhattan Beach, City of",2014,8,"35,135",155,148,121,115,4
1910083,"Manhattan Beach, City of",2014,7,"35,135",158,156,123,121,4
1910083,"Manhattan Beach, City of",2014,6,"35,135",157,155,122,121,4
3710013,Lakeside Water District,2014,9,"35,500",135,121,128,109,4
3710013,Lakeside Water District,2014,8,"35,500",131,117,130,106,4
3710013,Lakeside Water District,2014,7,"33,657",144,134,122,114,4
3710013,Lakeside Water District,2014,6,"33,657",145,136,123,115,4
4210001,Carpinteria Valley Water District,2014,9,"14,616",399,347,117,102,3
4210001,Carpinteria Valley Water District,2014,8,"14,616",370,299,114,92,3
4210001,Carpinteria Valley Water District,2014,7,"14,616",405,326,126,101,3
4210001,Carpinteria Valley Water District,2014,6,"14,616",327,336,103,106,3
1910239,"Lakewood, City of",2014,9,"59,081",146,126,128,111,4
1910239,"Lakewood, City of",2014,8,"59,081",154,132,114,98,4
1910239,"Lakewood, City of",2014,7,"59,081",146,144,79,107,4
1910239,"Lakewood, City of",2014,6,"59,081",144,145,106,107,4
1910079,"Lynwood, City of",2014,9,"65,965",82,84,82,84,4
1910079,"Lynwood, City of",2014,8,"65,965",96,85,96,85,4
